2082747037;27;-14;1027;280;70;770;0;-70;982;-273;-241;-282
2083303267;27;-14;1027;210;70;700;-2;-70;981;-262;-228;-291
2083859481;27;-14;1027;210;70;700;-2;-71;986;-262;-228;-291
2084415687;28;-13;1029;280;70;700;-2;-71;986;-274;-232;-285
2084971907;28;-13;1029;280;70;700;-1;-71;987;-261;-237;-282
2085528135;27;-14;1029;280;140;700;-1;-71;987;-261;-237;-282
2086084353;26;-15;1027;280;70;770;-3;-71;979;-261;-231;-280
2086640575;26;-15;1027;280;70;770;-3;-73;987;-261;-234;-280
2087196781;27;-16;1028;280;140;770;-3;-73;987;-261;-234;-280
2087752997;26;-16;1029;280;70;700;-3;-69;976;-265;-238;-282
2088309217;26;-16;1029;280;70;700;-3;-69;976;-265;-238;-282
2088865435;27;-15;1028;210;70;770;-2;-74;983;-258;-234;-283
2089421667;27;-15;1028;280;140;770;-1;-69;978;-271;-237;-280
2089977877;27;-14;1028;280;140;770;-1;-69;978;-271;-237;-280
2090534089;26;-15;1027;280;70;770;-1;-71;980;-268;-237;-288
2091090305;26;-15;1027;280;70;770;0;-67;985;-259;-241;-282
2091646525;26;-15;1028;280;140;700;0;-67;985;-259;-241;-282
2092202751;26;-13;1028;210;70;700;-2;-69;985;-271;-234;-274
2092758973;26;-13;1028;210;70;700;-2;-69;985;-262;-244;-276
2093315185;26;-14;1028;280;70;700;-1;-71;983;-262;-244;-276
2093871395;27;-13;1028;280;70;770;0;-71;985;-270;-235;-280
2094427611;27;-13;1028;280;70;770;0;-71;985;-270;-235;-280
2094983835;27;-14;1028;210;70;700;-1;-71;984;-252;-240;-282
2095540067;27;-14;1028;280;70;770;-1;-71;984;-265;-240;-277
2096096267;27;-14;1028;280;70;770;-2;-72;977;-265;-240;-277
2096652493;28;-14;1028;280;70;700;0;-70;982;-267;-237;-274
2097208703;28;-14;1028;280;70;770;0;-70;982;-265;-235;-274
2097764921;27;-14;1027;280;70;770;-2;-71;980;-265;-235;-274
2098321149;26;-15;1028;280;70;700;-2;-71;987;-268;-232;-276
2098877371;26;-15;1028;280;70;700;-2;-71;987;-268;-232;-274
2099433577;26;-16;1028;280;140;770;-2;-67;981;-261;-240;-274
2099989791;27;-14;1028;280;140;700;-2;-67;981;-252;-237;-279
