94;-475;712;-99;;;;;;;;;;;;;;;
153299997;-3;-9;1009;70;70;1050;-23;-25;994;-471;711;-97;;;;;;
153856199;-3;-9;1009;280;-210;980;-14;-33;1031;-477;705;-100;;;;;;
154412389;0;0;1036;280;-210;980;-14;-33;1031;-477;705;-100;;;;;;
154968593;-5;-10;1005;-70;70;1050;-23;-24;996;-472;697;-97;;;;;;
155524791;-5;-10;1005;-70;70;1050;-21;-29;1004;-472;697;-97;;;;;;
156080987;-2;-5;1014;140;-70;980;-21;-29;1004;-478;711;-93;;;;;;
156637179;-1;-2;1032;280;-70;1050;-16;-31;1026;-475;712;-90;;;;;;
157193375;-1;-2;1032;280;-70;1050;-16;-31;1026;-475;712;-90;;;;;;
157749567;-5;-11;1005;-140;140;1050;-26;-21;984;-477;709;-102;;;;;;
158305767;-5;-11;1005;-140;-70;1050;-17;-30;1014;-474;706;-94;;;;;;
158861961;0;-3;1023;210;-70;1050;-17;-30;1014;-474;706;-94;;;;;;
159418153;-2;-7;1016;0;0;1050;-20;-27;1008;-478;697;-90;;;;;;
159974365;-2;-7;1016;0;0;1050;-20;-29;1004;-475;694;-84;;;;;;
160530545;0;-4;1020;70;0;1050;-21;-29;1004;-475;694;-84;;;;;;
161086747;0;-4;1012;70;-70;1050;-19;-26;1010;-483;702;-99;;;;;;
161642949;-3;-6;1012;70;-70;1050;-19;-26;1010;-483;702;-99;;;;;;
162199143;-2;-6;1019;70;0;1050;-21;-28;1007;-472;709;-91;;;;;;
162755333;-2;-6;1019;70;0;1050;-19;-25;1011;-469;702;-99;;;;;;
163311533;-1;-4;1019;70;0;1050;-19;-25;1011;-469;702;-99;;;;;;
163867733;-3;-8;1012;70;0;1050;-21;-27;1007;-478;705;-94;;;;;;
164423921;-3;-8;1012;70;0;1050;-21;-27;1007;-466;699;-96;;;;;;
164980123;-2;-4;1019;140;-70;1050;-20;-22;1004;-466;699;-96;;;;;;
165536321;-2;-4;1019;140;-70;1050;-19;-30;1009;-480;708;-91;;;;;;
166092523;0;-4;1020;140;-70;1050;-19;-30;1009;-480;703;-87;;;;;;
166648713;-2;-8;1008;0;0;1050;-24;-30;997;-480;703;-87;;;;;;
167204899;-2;-8;1008;0;0;1050;-24;-30;1014;-469;703;-94;;;;;;
167761103;0;-2;1025;210;-140;1050;-18;-30;1014;-469;703;-94;;;;;;
168317299;-2;-7;1014;0;0;980;-21;-30;1006;-474;700;-94;;;;;;
168873497;-2;-7;1014;0;0;980;-21;-30;1006;-475;702;-94;;;;;;
169429689;-3;-6;1016;70;0;980;-22;-25;1007;-475;702;-94;;;;;;
169985889;-3;-6;1016;140;0;1050;-18;-28;1012;-471;696;-97;;;;;;
170542077;-3;-4;1019;140;0;1050;-18;-28;1012;-477;705;-90;;;;;;
171098279;-3;-7;1014;70;70;980;-22;-27;1002;-477;705;-90;;;;;;
171654477;-3;-7;1014;70;70;980;-22;-27;1002;-469;697;-88;;;;;;
172210659;-2;-4;1019;140;0;980;-20;-28;1001;-469;697;-88;;;;;;
172766869;-2;-6;1018;140;0;1050;-18;-27;1014;-466;705;-84;;;;;;
173323053;-2;-6;1018;140;0;1050;-18;-27;1014;-475;699;-93;;;;;;
173879261;-1;-6;1016;70;70;1050;-20;-26;1003;-475;699;-93;;;;;;
174435455;-1;-6;1016;70;0;980;-20;-30;1008;-480;696;-96;;;;;;
174991645;-2;-5;1018;70;0;980;-21;-30;1008;-477;709;-90;;;;;;
175547843;-2;-6;1016;70;0;1050;-20;-28;1009;-477;709;-90;;;;;;
176104045;-2;-6;1016;70;0;1050;-20;-28;1009;-465;702;-93;;;;;;
176660241;-3;-5;1017;70;-70;980;-21;-27;1004;-465;703;-90;;;;;;
177216437;-3;-6;1017;70;0;980;-18;-29;1008;-475;703;-90;;;;;;
177772631;-3;-6;1017;70;0;980;-18;-29;1008;-475;705;-96;;;;;;
178328817;-3;-6;1017;70;0;1050;-20;-25;1009;-475;705;-96;;;;;;
178885025;-3;-6;1017;70;0;980;-20;-25;1009;-477;708;-99;;;;;;
179441211;-1;-5;1019;70;0;980;-19;-28;1001;-480;703;-105;;;;;;
179997413;-1;-5;1015;70;0;980;-20;-29;1004;-480;703;-105;;;;;;
180553605;-1;-5;1015;70;0;980;-20;-29;1004;-477;700;-100;;;;;;
181109797;-1;-5;1018;140;0;1050;-21;-28;1004;-465;696;-100;;;;;;
181665999;-1;-5;1018;140;0;1050;-22;-27;1012;-465;696;-100;;;;;;
182222189;-1;-5;1018;140;0;1050;-22;-27;1012;-468;712;-99;;;;;;
182778393;-1;-5;1015;70;0;1050;-21;-27;1006;-468;712;-99;;;;;;
183334591;-1;-5;1015;70;0;1050;-21;-27;1006;-468;706;-100;;;;;;
183890787;-2;-5;1019;140;0;1050;-21;-28;1010;-475;706;-84;;;;;;
184446973;-1;-6;1018;70;0;1050;-20;-29;1005;-475;706;-84;;;;;;
185003175;-1;-6;1018;70;0;1050;-20;-29;1005;-477;697;-82;;;;;;
185559367;-2;-6;1016;70;0;1050;-19;-27;1005;-471;706;-88;;;;;;
186115567;-2;-6;1016;70;0;1050;-19;-27;1005;-471;706;-88;;;;;;
186671761;-1;-5;1018;70;0;1050;-20;-28;1010;-468;708;-87;;;;;;
187227953;-1;-5;1018;70;0;980;-19;-28;1007;-478;708;-87;;;;;;
