-119791199;    -7;    -6;  1015;   210;   -70;   980;   -21;   -20;  1006;  -546;   360;   -97
-119235009;    -7;    -6;  1015;   210;   -70;   980;   -21;   -20;  1006;  -538;   360;   -96
-118678809;    -8;    -5;  1019;   210;   -70;   980;   -18;   -20;  1010;  -543;   363;  -105
-118122615;    -8;    -5;  1018;   210;   -70;   980;   -18;   -20;  1008;  -543;   363;  -105
-117566423;    -8;    -5;  1018;   210;   -70;   980;   -19;   -23;  1008;  -537;   352;   -93
-117010209;    -8;    -4;  1018;   210;   -70;   980;   -18;   -21;  1007;  -547;   366;  -105
-116454031;    -8;    -5;  1017;   210;   -70;   980;   -18;   -21;  1007;  -547;   366;  -105
-115897829;    -9;    -5;  1017;   210;   -70;   980;   -20;   -23;  1008;  -538;   357;   -94
-115341627;    -8;    -5;  1021;   210;   -70;   980;   -21;   -20;  1004;  -538;   358;  -105
-114785431;    -8;    -5;  1021;   210;     0;  1050;   -21;   -20;  1004;  -529;   358;  -105
-114229241;    -8;    -7;  1016;   210;     0;  1050;   -21;   -20;  1005;  -543;   354;   -96
-113673043;    -9;    -7;  1019;   210;   -70;   980;   -21;   -20;  1005;  -543;   354;   -96
-113116851;    -9;    -7;  1019;   210;   -70;   980;   -20;   -21;  1008;  -531;   355;   -99
-112560653;    -8;    -6;  1019;   210;   -70;   980;   -20;   -22;  1007;  -538;   352;  -100
-112004453;    -8;    -6;  1016;   210;   -70;   980;   -20;   -22;  1007;  -538;   352;  -100
-111448255;    -8;    -6;  1016;   210;   -70;   980;   -19;   -21;  1014;  -537;   357;   -88
-110892055;    -8;    -4;  1020;   210;  -140;   980;   -19;   -21;  1004;  -534;   351;  -100
-110335875;    -8;    -4;  1020;   210;  -140;   980;   -18;   -24;  1004;  -534;   351;  -100
-109779679;    -7;    -5;  1017;   140;   -70;   980;   -17;   -23;  1004;  -531;   348;   -94
-109223473;    -7;    -4;  1018;   210;   -70;   980;   -17;   -23;  1004;  -531;   348;   -94
-108667277;    -7;    -4;  1018;   210;   -70;   980;   -20;   -19;  1000;  -541;   348;   -97
-108111079;    -8;    -5;  1019;   210;   -70;   980;   -20;   -22;  1008;  -535;   363;   -97
-107554887;    -8;    -5;  1019;   140;   -70;   980;   -20;   -22;  1008;  -535;   363;   -97
-106998699;    -7;    -6;  1017;   140;   -70;   980;   -23;   -19;  1006;  -532;   355;   -97
-106442503;    -7;    -6;  1019;   210;   -70;   980;   -23;   -19;  1006;  -537;   351;   -99
-105886295;    -7;    -6;  1019;   210;   -70;   980;   -21;   -23;  1006;  -537;   351;   -99
-105330099;    -9;    -6;  1018;   210;   -70;   980;   -19;   -24;  1015;  -537;   363;   -97
-104773917;    -7;    -3;  1019;   210;   -70;   980;   -19;   -24;  1015;  -549;   360;   -91
-104217719;    -7;    -3;  1019;   210;   -70;   980;   -17;   -22;  1001;  -549;   360;   -91
-103661515;    -8;    -5;  1015;   140;   -70;   980;   -17;   -22;  1006;  -543;   366;   -97
-103105323;    -8;    -5;  1015;   210;   -70;   980;   -18;   -21;  1006;  -543;   366;   -97
-102549127;    -7;    -4;  1020;   210;   -70;   980;   -19;   -22;  1006;  -538;   346;  -105
-101992935;    -7;    -4;  1018;   210;   -70;   980;   -19;   -22;  1006;  -538;   355;  -102
-101436733;    -7;    -4;  1018;   210;   -70;   980;   -19;   -24;  1008;  -538;   355;  -102
-100880533;    -9;    -6;  1016;   210;   -70;   980;   -19;   -22;  1003;  -546;   352;  -106
-100324347;    -7;    -7;  1020;   280;   -70;   980;   -19;   -22;  1003;  -537;   352;   -96
-99768139;    -7;    -7;  1020;   280;   -70;   980;   -21;   -23;  1009;  -537;   352;   -96
-99211951;    -7;    -7;  1017;   140;   -70;  1050;   -21;   -23;  1009;  -535;   358;  -100
-98655761;    -7;    -7;  1017;   210;   -70;   980;   -19;   -21;  1006;  -535;   358;   -96
-98099559;    -8;    -6;  1020;   210;   -70;   980;   -20;   -20;  1002;  -538;   357;   -96
-97543355;    -9;    -6;  1016;   210;   -70;   980;   -20;   -20;  1002;  -544;   364;  -109
-96987163;    -9;    -6;  1016;   210;   -70;   980;   -18;   -21;  1010;  -544;   364;  -109
-96430965;    -7;    -4;  1019;   210;   -70;   980;   -18;   -21;  1009;  -532;   351;  -102
-95874767;    -7;    -3;  1018;   210;   -70;   980;   -19;   -21;  1009;  -528;   358;  -102
-95318579;    -7;    -3;  1018;   210;   -70;   980;   -20;   -23;  1002;  -528;   358;  -102
-94762375;    -8;    -6;  1015;   210;   -70;   980;   -20;   -23;  1002;  -547;   357;  -102
-94206183;    -8;    -6;  1015;   210;   -70;   980;   -19;   -24;  1006;  -538;   357;   -97
-93649985;    -7;    -6;  1021;   210;   -70;   980;   -21;   -22;  1009;  -538;   357;   -97
-93093789;   -10;    -7;  1018;   210;   -70;   980;   -21;   -22;  1009;  -535;   352;   -96
-92537591;   -10;    -7;  1018;   210;   -70;   980;   -20;   -22;  1003;  -535;   352;   -96
-91981401;    -8;    -7;  1019;   210;     0;   980;   -20;   -22;  1003;  -537;   355;  -100
-91425209;    -8;    -7;  1017;   280;   -70;   980;   -20;   -19;  1006;  -535;   352;  -103
-90869009;    -9;    -7;  1017;   280;   -70;   980;   -18;   -22;  1005;  -535;   352;  -103
-90312815;    -8;    -5;  1018;   210;   -70;   980;   -18;   -22;  1005;  -535;   358;  -103
-89756611;    -8;    -5;  1018;   210;   -70;   980;   -18;   -21;  1011;  -543;   355;  -102
-89200421;    -7;    -4;  1019;   210;   -70;   980;   -18;   -21;  1009;  -543;   355;  -102
-88644231;    -8;    -5;  1017;   210;     0;  1050;   -17;   -23;  1009;  -538;   352;  -103
-88088029;    -8;    -5;  1017;   210;     0;  1050;   -20;   -22;  1012;  -538;   349;   -99
-87531827;    -9;    -5;  1019;   280;   -70;   980;   -20;   -22;  1012;  -537;   349;   -99
-86975631;    -9;    -5;  1019;   210;   -70;   980;   -20;   -20;  1007;  -537;   354;  -102
-86419441;    -8;    -8;  1016;   210;   -70;   980;   -22;   -23;  1010;  -537;   354;  -102
-85863243;    -8;    -7;  1019;   210;   -70;  1050;   -22;   -23;  1010;  -543;   354;  -103
-85307051;    -8;    -7;  1019;   210;   -70;  1050;   -21;   -24;  1009;  -535;   352;  -100
-84750855;    -8;    -6;  1018;   210;   -70;   980;   -21;   -24;  1009;  -535;   352;  -100
-84194663;    -8;    -5;  1017;   210;   -70;   980;   -21;   -24;  1004;  -543;   358;  -103
-83638467;    -8;    -5;  1017;   210;   -70;   980;   -18;   -19;  1008;  -537;   354;   -99
-83082265;    -8;    -5;  1020;   210;   -70;   980;   -18;   -19;  1008;  -537;   354;   -99
-82526075;    -8;    -5;  1020;   210;     0;   980;   -20;   -21;  1003;  -537;   354;   -99
-81969879;    -9;    -5;  1016;   210;     0;   980;   -20;   -21;  1006;  -537;   354;   -99
-81413673;    -7;    -5;  1018;   210;   -70;  1050;   -17;   -20;  1006;  -538;   360;   -96
-80857477;    -7;    -5;  1018;   210;   -70;  1050;   -20;   -22;  1007;  -541;   355;  -109
-80301285;    -8;    -6;  1018;   210;     0;   980;   -20;   -22;  1007;  -541;   355;  -109
-79745091;    -9;    -6;  1018;   210;   -70;   980;   -21;   -21;  1010;  -538;   351;  -102
-79188887;    -9;    -6;  1018;   210;   -70;   980;   -21;   -24;  1005;  -540;   352;  -105
-78632697;    -7;    -6;  1016;   210;   -70;   980;   -21;   -24;  1005;  -540;   352;  -105
-78076497;    -7;    -6;  1016;   210;     0;   980;   -21;   -23;  1010;  -535;   354;  -103
-77520299;    -8;    -7;  1018;   210;     0;   980;   -21;   -23;  1010;  -534;   352;  -102
-76964095;    -8;    -4;  1020;   210;   -70;   910;   -18;   -21;  1006;  -534;   352;  -102
-76407919;    -8;    -4;  1020;   210;   -70;   910;   -20;   -22;   999;  -538;   349;  -102
-75851723;    -8;    -5;  1015;   210;   -70;   910;   -20;   -22;   999;  -538;   349;  -102
-75295523;    -8;    -5;  1019;   210;   -70;   980;   -18;   -22;  1008;  -537;   349;  -108
-74739327;    -8;    -5;  1019;   210;   -70;   980;   -18;   -22;  1004;  -549;   355;   -96
